0,391895
1,522418
2,184613
3,318219
4,554625
5,574769
6,60623
8,5802
9,222564
13,483108
16,328757
18,293802
20,372938
23,204805
24,113588
25,384553
26,337264
27,368402
28,12448
29,79841
30,515289
31,562150
33,412151
34,579003
40,462565
49,111076
53,321107
54,229643
56,455483
60,61181
64,387362
76,394892
77,1146
78,310391
79,97434
80,463836
87,122851
90,197254
92,251252
93,37675
95,268556
96,271177
99,85160
100,559665
102,459912
103,15827
104,394240
106,175831
109,315601
111,503707
114,369763
115,199951
117,213687
118,108094
119,527040
120,350341
124,369826
125,551334
126,291380
129,513681
130,437370
133,289173
134,52759
135,568623
136,128939
139,150410
145,354533
149,242139
150,334321
151,381021
152,170629
160,6005
169,189550
170,212663
174,450263
175,241691
176,450500
178,232894
182,455859
183,235302
186,127474
191,38029
194,155885
198,190056
203,236182
205,334405
211,351053
212,157269
226,322654
233,338948
248,327807
250,518586
251,65227
253,476597
254,165029
256,117125
262,426175
264,249720
266,554348
268,231163
271,578292
273,522778
274,365366
275,46743
276,554114
281,437609
282,434494
284,542510
288,472795
290,182784
291,54088
295,353968
296,458052
302,490081
303,571034
323,142667
326,99734
329,350694
338,457754
339,109819
340,260141
341,7682
342,540264
343,246809
344,102843
346,440646
347,242499
350,511204
351,30255
352,557981
354,260166
361,529917
362,451872
365,247306
367,420532
369,421478
370,387173
372,289899
373,419281
374,69946
378,77184
381,14990
382,167854
383,32965
384,553442
385,240903
388,323682
389,304305
396,261779
397,227227
398,198448
399,122934
401,181714
402,449981
403,573349
405,429580
407,329717
409,247285
410,314154
411,579815
412,42069
413,511136
415,299319
416,185768
417,139530
420,407368
422,515779
425,156416
427,563964
428,103579
429,236189
430,240028
431,62060
432,438723
435,557556
436,426578
437,278506
438,501762
441,293554
443,289423
445,64710
452,82680
454,496768
455,562261
457,517822
462,104025
463,62790
469,307569
470,181962
475,353807
476,440329
477,248468
478,112085
480,444444
481,345998
482,497312
485,461885
486,328289
487,318671
490,79380
491,175417
492,503005
493,16574
494,300814
495,316795
496,263136
499,227879
501,535668
504,288403
505,147980
509,136501
510,295589
511,37038
512,511117
516,485709
518,98590
521,376549
522,536831
523,34180
524,169802
525,317560
527,138975
532,410632
533,248242
534,10442
535,356708
540,210103
541,362368
542,519706
545,420229
547,308026
548,10142
550,16497
552,185036
554,287570
555,140007
556,41687
561,341041
562,406404
563,560108
564,352194
565,216228
567,285291
569,420775
571,472854
572,330835
573,347170
574,234572
575,72944
576,383137
577,65415
578,204049
579,335472
580,234500
581,272110
582,577826
583,385861
584,59202
585,383419
586,41369
587,262873
588,303590
589,483234
590,553667
591,173704
593,127451
594,109092
595,514083
598,495107
599,413044
600,399012
602,436795
603,413321
605,299116
606,569839
608,375521
609,66412
610,404464
611,54277
612,319908
613,188958
616,507065
617,540174
620,334686
621,280819
624,556462
627,266041
628,244339
629,427135
630,578210
632,72833
634,45864
635,562614
636,541010
637,289444
638,570579
639,94194
640,143541
641,284350
642,309120
643,146193
644,467477
645,172327
646,153570
647,550444
648,154971
649,282225
650,146723
651,489023
652,453757
653,321674
654,195829
655,398076
656,310227
660,295837
662,207826
663,224757
665,165133
667,17707
668,140743
669,66423
670,476280
671,182245
672,1369
673,430125
675,177941
676,53015
677,504304
678,54796
679,124629
683,226278
684,399839
687,317595
688,53990
689,190081
690,521400
691,193565
693,57387
694,577858
695,409944
696,481635
698,538859
701,490923
702,336182
704,391735
707,65244
708,80172
709,209868
711,187743
714,506552
716,461898
717,409251
720,146627
729,235597
734,503311
735,245453
736,568101
737,49559
738,381106
740,471009
741,138477
742,12543
743,39760
744,76292
745,499940
746,16356
748,146738
749,400538
752,137003
753,403065
754,232309
755,199602
757,387431
758,448269
759,237669
760,426523
761,466211
762,191096
763,78707
764,336493
766,48636
767,132615
768,430359
769,113914
770,74369
771,418949
772,569768
773,505099
774,384012
775,93725
776,579056
777,276580
778,377715
779,351683
780,5064
781,46859
782,24223
783,365426
784,564745
785,69392
786,240727
787,20965
788,360926
789,303298
790,158015
791,280607
793,477010
794,560323
795,308441
796,480726
797,527023
798,493174
800,284220
801,272262
802,196053
803,461063
805,335578
806,377385
807,500062
811,212704
813,354540
815,43635
816,153563
817,335532
818,365289
819,10766
827,189845
829,101622
830,320039
831,421010
832,376959
833,137658
834,87199
835,410337
836,57545
838,162952
840,191270
846,53542
855,527025
857,527248
858,39743
859,353136
861,129159
863,457691
864,14941
871,239448
878,254277
879,266443
880,389335
881,157184
882,175611
885,334007
886,150358
890,168909
892,510657
893,298443
894,195645
895,484145
896,12547
897,527102
898,310553
899,479008
900,509192
902,208517
904,530207
907,764
912,210012
915,90732
916,55375
917,31442
923,90255
925,539124
926,40986
928,142697
930,348140
932,461256
933,306404
935,18783
937,12896
941,465692
953,58079
961,142129
962,71384
967,235788
970,235839
971,279024
973,327436
976,270918
978,154854
979,186074
981,540869
987,245383
988,540806
991,69577
992,319345
1000,102497
1001,378657
1002,559442
1003,48044
1004,460266
1005,12370
1006,334941
1007,320249
1008,436174
1009,442549
1010,24343
1011,425404
1012,52132
1013,10643
1014,253262
1018,376177
1022,539808
1024,517128
1030,101088
1031,475798
1045,455229
1046,183181
1050,158801
1054,526711
1059,430867
1063,371973
1064,145383
1068,493219
1069,17267
1074,78696
1076,97249
1077,314193
1078,499268
1081,132982
1083,274083
1084,347453
1085,220690
1090,220307
1091,286544
1100,95371
1101,204206
1103,160089
1104,189773
1105,485887
1109,539498
1110,357493
1111,138040
1112,382848
1113,450724
1115,84460
1117,427113
1127,142941
1133,198416
1145,208003
1153,43133
1158,440529
1159,188546
1160,356544
1161,503585
1176,378334
1177,64146
1186,410446
1189,547839
1191,495626
1194,391560
1195,465566
1196,350966
1199,564129
1200,438232
1201,342675
1205,145039
1207,103791
1208,525183
1212,494140
1213,498400
1220,278576
1221,147471
1236,451972
1237,264594
1244,444755
1245,442286
1246,199050
1247,369511
1248,546424
1249,336793
1250,201220
1253,504700
1255,371854
1256,459
1257,29886
1259,334511
1261,90476
1262,137451
1264,464857
1266,365928
1267,90778
1268,268854
1269,354978
1270,230780
1271,4665
1274,386739
1275,55668
1276,54747
1277,36598
1278,37003
1279,173274
1281,83257
1282,437049
1284,448849
1285,114673
1286,43535
1287,369122
1288,177262
1292,52066
1294,17708
1295,325184
1296,267643
1298,440110
1299,27371
1300,181267
1302,56865
1305,383397
1306,391300
1309,256260
1312,520437
1317,97967
1319,495808
1320,320350
1321,276693
1322,307341
1323,66336
1324,234349
1327,213421
1328,243569
1330,238691
1332,178746
1336,434083
1339,321804
1340,82826
1349,63040
1350,33645
1353,554273
1354,291696
1356,356406
1357,200234
1358,43625
1362,206417
1363,519853
1364,515792
1368,259665
1372,118911
1373,77061
1375,436164
1376,515403
1377,507719
1384,199346
1385,262275
1386,195862
1387,71209
1389,331242
1392,463013
1393,251752
1394,560598
1395,44856
1396,351287
1397,576886
1399,340843
1400,245313
1403,177246
1404,337563
1406,348905
1407,480780
1408,469961
1409,555197
1410,499252
1413,95476
1415,287436
1416,356937
1420,418711
1421,355137
1425,44559
1427,421908
1430,85029
1432,361763
1433,486580
1434,561437
1435,33958
1436,166624
1439,519055
1440,387375
1441,157370
1442,239235
1443,432146
1444,257046
1445,131280
1446,508949
1448,270785
1449,99807
1455,88854
1456,24755
1457,173204
1458,145422
1459,245182
1461,33900
1462,416059
1463,119939
1464,160195
1465,262119
1466,481415
1469,580591
1470,4275
1471,551957
1472,422686
1473,468545
1474,328284
1475,362005
1476,434662
1477,550601
1478,9628
1480,226588
1481,283222
1482,122542
1484,166358
1488,532620
1489,215787
1491,361472
1492,411027
1493,346717
1496,376751
1497,64335
1498,67218
1499,492914
1500,57224
1502,128180
1503,510078
1504,408535
1505,113989
1506,34818
1507,151978
1508,24157
1509,260025
1510,329258
1511,519880
1513,68166
1514,2867
1515,257870
1518,69411
1519,337488
1520,8923
1521,57286
1526,525211
1527,462635
1528,315641
1529,22690
1531,132510
1533,44536
1534,89355
1536,198223
1538,121381
1540,480210
1541,468784
1543,405261
1544,43693
